,naics_2007_us_code,wage_offer_from_9089,case_status,wage_offer_unit_of_pay_9089,country_of_citzenship,employer_state,pw_level_9089
2352,333120.0,80964.0,1,2.0,57,15,3
2353,524114.0,80000.0,1,2.0,57,23,3
2354,611310.0,80.0,1,1.0,57,40,1
2355,611310.0,52811.0,1,2.0,57,48,0
2356,611310.0,215000.0,1,2.0,45,25,2
2357,541330.0,54038.0,1,2.0,57,15,1
2358,221310.0,56430.0,1,2.0,116,4,0
2359,541511.0,132059.0,1,2.0,57,33,2
2360,541511.0,81827.0,1,2.0,57,46,1
2361,424490.0,91062.0,1,2.0,10,36,0
2362,54151.0,97781.0,1,2.0,75,4,3
2363,541511.0,67496.0,1,2.0,57,6,0
2364,541511.0,84885.0,1,2.0,57,33,1
2365,541511.0,68661.0,1,2.0,57,33,0
2366,511210.0,86549.0,1,2.0,85,51,0
2367,454111.0,82701.0,1,2.0,42,51,1
2368,623110.0,110760.0,1,2.0,102,15,3
2369,541511.0,94048.0,1,2.0,57,20,1
2370,33441.0,90000.0,1,2.0,57,46,1
2371,541512.0,113400.0,1,2.0,142,4,3
2372,622110.0,149635.0,1,2.0,102,42,0
2373,541330.0,66810.0,1,2.0,57,46,1
2374,541511.0,72800.0,1,2.0,57,23,0
2375,334111.0,143582.0,1,2.0,57,4,3
2376,334413.0,72446.0,1,2.0,57,14,1
2377,621111.0,190000.0,1,2.0,57,37,0
2378,6113.0,74048.0,1,2.0,18,36,0
2379,31161.0,105000.0,1,2.0,57,5,1
2380,622110.0,55183.0,-1,2.0,57,40,0
2381,51121.0,91386.0,1,2.0,24,51,1
2382,541490.0,56950.4,1,2.0,24,36,0
2383,722110.0,27165.0,1,2.0,129,4,3
2384,811219.0,74800.0,1,2.0,85,10,1
2385,541511.0,82900.0,1,2.0,57,46,1
2386,813110.0,25106.0,1,2.0,116,36,0
2387,541511.0,94619.0,1,2.0,57,36,3
2388,448140.0,100859.2,1,2.0,57,33,3
2389,611310.0,129000.0,1,2.0,45,4,0
2390,541511.0,81370.0,1,2.0,57,3,1
2391,112120.0,11.44,-1,1.0,85,40,1
2392,541512.0,153000.0,1,2.0,57,4,3
2393,541618.0,72176.0,1,2.0,117,9,1
2394,334220.0,145455.0,1,2.0,5,46,3
2395,541512.0,95000.0,1,2.0,57,4,0
2396,541511.0,69015.0,1,2.0,102,37,1
2397,333999.0,91665.6,1,2.0,57,9,3
2398,541511.0,89700.0,1,2.0,57,46,1
2399,448210.0,95000.0,1,2.0,57,37,0
2400,62111.0,140000.0,1,2.0,57,37,1
2401,423830.0,76835.0,1,2.0,126,4,1
2402,541511.0,81827.0,1,2.0,57,46,1
2403,334310.0,105934.0,1,2.0,57,4,3
2404,541330.0,105532.0,1,2.0,102,46,3
2405,7221.0,11.63,-1,1.0,26,45,2
2406,524113.0,100194.0,1,2.0,26,13,2
2407,52222.0,18.74,-1,1.0,35,36,1
2408,541511.0,84885.0,1,2.0,57,36,1
2409,236220.0,64709.0,1,2.0,26,15,0
2410,622110.0,188053.0,1,2.0,102,21,2
2411,336411.0,75712.0,1,2.0,105,36,1
2412,713910.0,28.39,1,1.0,138,9,0
2413,622110.0,145454.0,1,2.0,105,36,2
2414,333512.0,160000.0,1,2.0,57,23,1
2415,523110.0,105373.0,1,2.0,57,36,3
2416,621111.0,195000.0,1,2.0,116,51,1
2417,541511.0,73000.0,1,2.0,57,33,1
2418,4243.0,50000.0,1,2.0,57,36,1
2419,334220.0,87589.0,1,2.0,57,4,2
2420,541511.0,58032.0,1,2.0,57,23,0
2421,541511.0,34.94,-1,1.0,143,33,1
2422,621310.0,35152.0,1,2.0,116,10,1
2423,541511.0,77480.0,1,2.0,57,46,1
2424,51121.0,98000.0,1,2.0,24,51,0
2425,334310.0,105123.0,1,2.0,54,4,1
2426,333120.0,80964.0,1,2.0,57,15,3
2427,541330.0,120682.0,1,2.0,85,46,3
2428,72232.0,117021.0,1,2.0,116,4,3
2429,541511.0,140650.0,1,2.0,57,4,1
2430,561520.0,39083.0,1,2.0,116,36,2
2431,54131.0,58572.8,1,2.0,26,46,3
2432,541710.0,161595.0,1,2.0,57,4,2
2433,522210.0,125882.0,1,2.0,142,36,1
2434,488510.0,23.53,-1,1.0,24,5,2
2435,339911.0,41454.0,1,2.0,138,36,2
2436,611310.0,61488.32,1,2.0,18,53,0
2437,541618.0,95597.0,1,2.0,57,40,2
2438,541519.0,110656.0,1,2.0,57,33,3
2439,541512.0,120000.0,1,2.0,57,4,1
2440,54151.0,66435.2,1,2.0,57,33,1
2441,23.0,78100.0,1,2.0,57,48,3
2442,623110.0,79248.0,1,2.0,102,4,1
2443,518112.0,90045.0,1,2.0,19,4,0
2444,611310.0,64300.0,1,2.0,89,16,0
2445,443120.0,47840.0,1,2.0,26,23,0
2446,541511.0,56784.0,1,2.0,136,4,1
2447,326199.0,40040.0,1,2.0,45,40,3
2448,541511.0,80250.0,1,2.0,57,10,2
2449,611110.0,62057.0,1,2.0,126,40,2
2450,541512.0,38064.0,1,2.0,126,4,0
2451,541519.0,44574.0,1,2.0,57,20,0
2452,333.0,67600.0,1,2.0,42,4,1
2453,55111.0,87996.69,1,2.0,57,45,0
2454,611110.0,31050.0,1,2.0,102,3,0
2455,561320.0,28.5,-1,1.0,102,36,0
2456,334220.0,92560.0,1,2.0,57,46,2
2457,621111.0,166400.0,1,2.0,57,39,2
2458,518112.0,128750.0,1,2.0,24,4,0
2459,541511.0,93600.0,1,2.0,57,15,2
2460,516110.0,75317.0,1,2.0,81,4,0
2461,541512.0,73000.0,1,2.0,57,52,1
2462,541511.0,116400.0,-1,2.0,57,48,3
2463,312130.0,42141.0,1,2.0,66,4,1
2464,611310.0,190000.0,1,2.0,117,20,0
2465,541511.0,89752.0,-1,2.0,57,48,1
2466,541511.0,97427.2,1,2.0,57,4,3
2467,541511.0,58364.8,1,2.0,57,4,0
2468,541512.0,98197.0,1,2.0,57,46,3
2469,611310.0,56000.0,1,2.0,57,10,0
2470,541511.0,124509.0,-1,2.0,57,4,1
2471,722110.0,34237.0,-1,2.0,73,36,3
2472,339913.0,155688.0,1,2.0,62,36,2
2473,611310.0,63378.4,1,2.0,24,7,0
2474,541710.0,80000.0,-1,2.0,24,9,3
2475,541511.0,73700.0,1,2.0,57,46,0
2476,541511.0,90000.0,1,2.0,136,40,1
2477,541330.0,67059.2,1,2.0,85,3,3
2478,541511.0,123300.0,1,2.0,57,4,3
2479,722.0,8.97,1,1.0,57,11,3
2480,519190.0,90000.0,1,2.0,57,36,1
2481,337214.0,78853.0,1,2.0,57,13,3
2482,541511.0,96886.0,1,2.0,57,21,2
2483,541511.0,80000.0,1,2.0,57,50,3
2484,541512.0,125400.0,1,2.0,57,4,1
2485,452111.0,112200.0,1,2.0,138,51,3
2486,517212.0,106600.0,1,2.0,138,46,3
2487,541330.0,114996.0,1,2.0,136,4,1
2488,541511.0,81973.0,1,2.0,57,4,3
2489,541511.0,74500.0,1,2.0,57,36,1
2490,541511.0,100838.0,-1,2.0,57,46,1
2491,541511.0,59426.0,-1,2.0,57,36,0
2492,524210.0,70000.0,1,2.0,57,15,1
2493,541511.0,72467.0,1,2.0,57,25,0
2494,62322.0,23130.0,-1,2.0,103,9,3
2495,488510.0,70000.0,1,2.0,36,33,0
2496,518210.0,66622.0,1,2.0,91,48,0
2497,51721.0,114545.0,1,2.0,138,51,1
2498,722110.0,77500.0,1,2.0,63,4,0
2499,451110.0,57512.0,1,2.0,27,9,2
2500,541710.0,96720.0,1,2.0,57,20,1
2501,624190.0,23982.4,1,2.0,138,36,0
2502,5415.0,155000.0,1,2.0,57,51,3
2503,5416.0,34.0,1,1.0,57,9,1
2504,5313.0,80000.0,1,2.0,57,9,1
2505,3344.0,106371.2,1,2.0,24,46,1
2506,511130.0,105643.0,1,2.0,10,6,2
2507,333415.0,84718.0,1,2.0,57,52,3
2508,522294.0,101171.0,-1,2.0,142,7,1
2509,423940.0,53000.0,1,2.0,57,49,3
2510,611310.0,48000.0,1,2.0,24,46,0
2511,523120.0,125000.0,1,2.0,57,33,1
2512,334310.0,80.0,1,1.0,24,16,1
2513,541519.0,110000.0,1,2.0,57,23,3
2514,621111.0,112050.0,1,2.0,118,4,3
2515,541512.0,101088.0,1,2.0,57,36,2
2516,4885.0,45000.0,1,2.0,126,4,0
2517,523110.0,132000.0,1,2.0,57,36,3
2518,518112.0,122200.0,1,2.0,24,4,0
2519,334413.0,170040.0,1,2.0,57,46,0
2520,541511.0,106641.6,1,2.0,57,10,3
2521,334419.0,98259.0,1,2.0,116,4,1
2522,541330.0,96512.0,1,2.0,57,46,3
2523,51121.0,91800.0,1,2.0,57,51,1
2524,54189.0,76835.0,1,2.0,57,4,1
2525,541511.0,88858.0,1,2.0,57,4,0
2526,541511.0,108534.0,1,2.0,57,46,3
2527,541511.0,156312.0,1,2.0,57,51,3
2528,512110.0,122004.0,1,2.0,57,4,3
2529,541511.0,63170.0,1,2.0,57,40,1
2530,541511.0,105373.0,1,2.0,57,33,3
2531,541511.0,35.69,1,1.0,57,33,1
2532,4243.0,131414.4,1,2.0,102,4,3
2533,23611.0,12.55,-1,1.0,87,48,2
2534,541512.0,91500.0,1,2.0,57,10,2
2535,336399.0,80286.0,1,2.0,57,15,0
2536,522310.0,53373.0,1,2.0,103,15,2
2537,541511.0,100000.0,1,2.0,57,4,1
2538,624190.0,31470.0,1,2.0,138,20,2
2539,541511.0,74526.0,1,2.0,57,37,2
2540,622110.0,200000.0,1,2.0,129,30,2
2541,611310.0,49897.0,1,2.0,133,36,2
2542,541330.0,81910.4,1,2.0,57,4,1
2543,54111.0,230000.0,1,2.0,24,4,0
2544,334220.0,95856.0,1,2.0,57,4,1
2545,541330.0,111945.0,1,2.0,63,5,2
2546,811111.0,14.45,1,1.0,85,4,1
2547,621111.0,159999.99,1,2.0,57,45,0
2548,3332.0,82909.0,1,2.0,24,42,3
2549,541511.0,72675.0,1,2.0,57,33,1
2550,525110.0,91500.0,1,2.0,57,4,2
2551,334119.0,131520.0,1,2.0,57,4,3
2552,622310.0,76812.0,1,2.0,10,46,1
2553,518210.0,78004.39,1,2.0,57,33,1
2554,541940.0,140000.0,1,2.0,5,45,1
2555,541511.0,78500.0,1,2.0,116,37,1
2556,811121.0,64064.0,1,2.0,85,4,3
2557,51721.0,79562.0,1,2.0,24,51,1
2558,541519.0,90480.0,1,2.0,57,4,1
2559,44511.0,49712.0,-1,2.0,116,10,0
2560,541611.0,85000.0,1,2.0,133,8,1
2561,519190.0,124000.0,1,2.0,57,36,1
2562,541513.0,122200.0,1,2.0,57,4,3
2563,51121.0,90626.0,1,2.0,27,51,1
2564,541511.0,73000.0,1,2.0,57,33,1
2565,51113.0,43368.0,1,2.0,18,15,0
2566,3254.0,67000.0,1,2.0,57,33,1
2567,541511.0,76170.0,-1,2.0,57,36,1
2568,51121.0,108900.0,1,2.0,57,51,3
2569,423720.0,111363.0,1,2.0,57,48,3
2570,541511.0,68000.0,1,2.0,63,33,1
2571,611310.0,139050.0,1,2.0,126,6,1
2572,72111.0,159120.0,1,2.0,126,4,3
2573,541519.0,69014.4,-1,2.0,57,37,1
2574,541511.0,89752.0,-1,2.0,57,48,1
2575,334220.0,79498.0,1,2.0,26,4,1
2576,541511.0,79310.0,-1,2.0,57,48,1
2577,611610.0,39853.0,1,2.0,116,4,0
2578,611.0,36234.0,1,2.0,116,33,0
2579,541511.0,70000.0,1,2.0,57,3,1
2580,454.0,55500.0,1,2.0,136,15,0
2581,813110.0,27000.0,1,2.0,116,15,0
2582,541511.0,67800.0,1,2.0,57,46,1
2583,551112.0,95846.0,1,2.0,126,36,0
2584,541330.0,99258.0,1,2.0,57,20,3
2585,522210.0,69722.0,1,2.0,57,36,1
2586,561720.0,47133.0,-1,2.0,85,4,3
2587,5112.0,88650.0,1,2.0,57,20,1
2588,334417.0,113589.0,1,2.0,26,32,1
2589,443120.0,55016.0,1,2.0,85,46,1
2590,518112.0,110670.0,1,2.0,57,4,1
2591,541511.0,67704.0,-1,2.0,57,46,1
2592,541511.0,58731.48,1,2.0,57,37,0
2593,541511.0,89794.0,1,2.0,57,4,3
2594,541511.0,91500.0,1,2.0,89,21,3
2595,51121.0,98878.0,1,2.0,24,51,1
2596,541511.0,84000.0,-1,2.0,57,50,2
2597,454111.0,75629.0,1,2.0,24,51,0
2598,3359.0,137500.0,1,2.0,57,4,1
2599,611110.0,46990.0,-1,2.0,142,46,1
2600,541511.0,79206.0,-1,2.0,57,23,2
2601,484110.0,98259.0,1,2.0,133,33,3
2602,523130.0,83599.88,1,2.0,106,24,3
2603,515112.0,101109.0,1,2.0,24,6,3
2604,541420.0,83866.0,1,2.0,138,36,3
2605,621111.0,150000.0,1,2.0,125,10,0
2606,541512.0,114150.0,1,2.0,57,4,2
2607,522210.0,115000.0,1,2.0,57,36,3
2608,541611.0,110000.0,1,2.0,57,15,3
2609,323110.0,119142.0,1,2.0,103,33,1
2610,611110.0,49600.08,1,2.0,102,7,0
2611,447110.0,34445.0,1,2.0,89,21,1
2612,446110.0,120224.0,1,2.0,57,33,1
2613,333294.0,54891.0,1,2.0,57,6,0
2614,21111.0,151300.0,1,2.0,116,4,3
2615,332321.0,54413.0,1,2.0,126,36,1
2616,441110.0,80000.0,-1,2.0,26,33,0
2617,33411.0,98530.0,1,2.0,57,4,1
2618,541511.0,115000.0,1,2.0,85,24,3
2619,23621.0,43784.0,-1,2.0,103,36,0
2620,54171.0,120000.0,1,2.0,57,25,3
2621,541519.0,72675.0,-1,2.0,57,33,1
2622,423450.0,43000.0,1,2.0,116,9,0
2623,336611.0,90480.0,1,2.0,90,46,2
2624,541511.0,98530.0,1,2.0,85,4,1
2625,621210.0,80000.0,1,2.0,116,46,0
2626,541890.0,85000.0,1,2.0,35,9,1
2627,541511.0,84000.0,1,2.0,57,33,1
2628,334413.0,130000.0,-1,2.0,45,4,3
2629,33411.0,131518.0,1,2.0,57,4,3
2630,611310.0,58000.0,1,2.0,24,23,0
2631,541511.0,80000.0,1,2.0,89,48,1
2632,541330.0,54038.0,1,2.0,57,15,1
2633,541330.0,66643.0,1,2.0,105,48,0
2634,813410.0,21.76,1,1.0,81,36,1
2635,221121.0,91249.6,1,2.0,97,50,1
2636,454111.0,112258.0,1,2.0,24,51,1
2637,54194.0,71905.6,1,2.0,3,34,0
2638,541511.0,95222.0,1,2.0,57,33,3
2639,5239.0,150000.0,1,2.0,62,20,2
2640,622110.0,215000.0,1,2.0,112,20,1
2641,541710.0,83500.0,1,2.0,131,37,2
2642,541511.0,50000.0,-1,2.0,57,4,0
2643,611310.0,100667.0,1,2.0,116,47,0
2644,541511.0,100000.0,1,2.0,57,33,1
2645,541511.0,95000.0,1,2.0,57,23,3
2646,541519.0,113693.0,1,2.0,57,51,3
2647,81311.0,34000.0,1,2.0,116,2,0
2648,541511.0,120000.0,1,2.0,42,4,1
2649,334111.0,91080.0,1,2.0,118,4,1
2650,541511.0,105373.0,1,2.0,57,33,3
2651,4244.0,47715.0,1,2.0,116,33,1
2652,541519.0,98946.0,1,2.0,57,51,3
2653,221310.0,82514.0,1,2.0,57,21,2
2654,336399.0,73000.0,1,2.0,57,13,3
2655,561720.0,26.37,-1,1.0,117,9,0
2656,334220.0,101213.0,1,2.0,57,20,2
2657,621999.0,90480.0,1,2.0,57,4,1
2658,531210.0,24565.0,1,2.0,85,4,0
2659,62211.0,224600.0,1,2.0,75,36,0
2660,541511.0,84552.0,-1,2.0,57,4,0
2661,523110.0,250000.0,1,2.0,109,36,2
2662,523930.0,117707.2,1,2.0,57,36,3
2663,511110.0,89981.0,-1,2.0,116,4,1
2664,238990.0,27.95,-1,1.0,85,9,0
2665,812320.0,32906.0,1,2.0,116,33,2
2666,54151.0,69409.6,1,2.0,57,17,2
2667,523110.0,75000.0,1,2.0,27,9,3
2668,541310.0,70000.0,1,2.0,63,36,1
2669,522320.0,59613.0,1,2.0,57,5,0
2670,611310.0,52000.0,1,2.0,57,23,0
2671,541330.0,99798.41,1,2.0,112,46,2
2672,33441.0,97200.0,-1,2.0,57,46,1
2673,541519.0,140000.0,1,2.0,112,15,3
2674,541511.0,106000.0,1,2.0,57,4,3
2675,541490.0,80089.0,1,2.0,33,46,0
2676,511210.0,115000.0,1,2.0,36,4,0
2677,518111.0,75608.0,1,2.0,116,4,1
2678,238160.0,40082.0,1,2.0,49,21,1
2679,511210.0,121008.0,1,2.0,24,20,3
2680,611310.0,59400.0,-1,2.0,101,41,0
2681,541910.0,88400.0,1,2.0,57,31,1
2682,541511.0,72675.0,1,2.0,57,33,1
2683,51121.0,88317.0,1,2.0,57,51,1
2684,23811.0,44720.0,-1,2.0,35,36,1
2685,518112.0,142937.04,1,2.0,57,4,1
2686,541211.0,47500.0,1,2.0,26,9,1
2687,541330.0,82722.0,-1,2.0,19,21,1
2688,424210.0,113841.0,1,2.0,57,40,3
2689,551112.0,150000.0,1,2.0,57,15,1
2690,515210.0,70000.0,1,2.0,57,40,0
2691,541511.0,73000.0,1,2.0,57,33,1
2692,623110.0,88109.0,1,2.0,102,15,2
2693,722110.0,49213.0,1,2.0,35,33,2
2694,237120.0,94994.0,1,2.0,57,46,3
2695,541511.0,83000.0,1,2.0,57,46,1
2696,54151.0,105373.0,1,2.0,57,33,3
2697,541511.0,28.05,1,1.0,57,33,0
2698,541512.0,63170.0,1,2.0,57,48,1
2699,54161.0,105000.0,1,2.0,57,21,2
2700,722110.0,29432.0,1,2.0,26,20,3
2701,561720.0,74173.0,1,2.0,102,4,3
2702,334419.0,85000.0,1,2.0,59,20,1
2703,4461.0,55000.0,-1,2.0,116,36,3
2704,518210.0,120706.43,1,2.0,57,33,3
2705,611691.0,53497.6,1,2.0,116,4,3
2706,446120.0,27602.0,-1,2.0,116,10,2
2707,517212.0,91573.92,1,2.0,97,40,3
2708,541511.0,156312.0,1,2.0,57,51,3
2709,56131.0,49800.0,-1,2.0,45,9,0
2710,42482.0,80.0,-1,1.0,116,4,1
2711,611310.0,80000.0,1,2.0,45,47,0
2712,51121.0,95863.0,1,2.0,57,51,1
2713,523110.0,150000.0,1,2.0,57,36,3
2714,454111.0,82701.0,1,2.0,57,51,1
2715,334413.0,110552.0,1,2.0,57,4,2
2716,541611.0,375000.0,1,2.0,138,36,3
2717,334413.0,102336.0,1,2.0,116,3,3
2718,518210.0,83474.56,1,2.0,24,33,0
2719,611110.0,41920.0,1,2.0,102,48,0
2720,211111.0,135285.0,1,2.0,57,46,2
2721,541511.0,100402.0,1,2.0,57,40,2
2722,541512.0,106018.0,-1,2.0,138,10,3
2723,541511.0,106204.8,1,2.0,136,5,3
2724,44131.0,125590.4,1,2.0,66,4,3
2725,541990.0,60000.0,-1,2.0,47,36,3
2726,541810.0,83000.0,1,2.0,117,9,3
2727,335911.0,103000.0,1,2.0,116,23,1
2728,611310.0,53000.0,1,2.0,24,53,0
2729,423940.0,116438.0,-1,2.0,62,36,2
2730,611310.0,107230.0,1,2.0,26,2,0
2731,454111.0,125000.0,1,2.0,57,4,3
2732,541211.0,121800.0,1,2.0,141,33,3
2733,523110.0,117000.0,1,2.0,75,36,1
2734,327310.0,32074.0,-1,2.0,101,45,2
2735,621111.0,350000.0,1,2.0,75,15,1
2736,334413.0,90000.0,1,2.0,26,4,1
2737,541511.0,96000.0,1,2.0,57,25,2
2738,541511.0,36.54,1,1.0,57,33,1
2739,541330.0,77792.0,1,2.0,57,23,1
2740,23.0,19.59,-1,1.0,103,6,3
2741,334220.0,79498.0,1,2.0,57,4,1
2742,442299.0,76000.0,-1,2.0,116,10,3
2743,523110.0,91000.0,1,2.0,142,36,0
2744,541511.0,64000.0,-1,2.0,57,15,1
2745,333298.0,77210.0,1,2.0,57,46,1
2746,5613.0,80000.0,1,2.0,57,23,2
2747,621111.0,68390.0,1,2.0,62,9,0
2748,51121.0,84800.0,1,2.0,24,51,1
2749,51721.0,109990.0,1,2.0,115,46,3
2750,611310.0,60000.0,1,2.0,57,15,0
2751,541511.0,80000.0,-1,2.0,57,48,1
2752,541512.0,135200.0,1,2.0,26,4,1
2753,814110.0,9.4,-1,1.0,102,4,0
2754,551112.0,160000.0,-1,2.0,85,15,3
2755,339999.0,95160.0,1,2.0,24,51,2
2756,531210.0,96000.0,1,2.0,85,9,1
2757,445120.0,80725.0,1,2.0,116,21,3
2758,541511.0,150000.0,1,2.0,57,33,2
2759,622110.0,166400.0,1,2.0,125,24,0
2760,5419.0,89190.4,1,2.0,57,4,2
2761,541519.0,95160.0,1,2.0,57,51,2
2762,621210.0,150.0,1,1.0,75,46,1
2763,551112.0,130000.0,1,2.0,136,15,1
2764,541511.0,72426.0,1,2.0,57,46,0
2765,611110.0,44000.0,1,2.0,133,46,0
2766,452990.0,44845.0,-1,2.0,57,48,3
2767,624120.0,61048.0,1,2.0,46,21,1
2768,541511.0,102398.0,1,2.0,57,48,2
2769,711219.0,8.52,-1,1.0,49,4,0
2770,611310.0,65000.0,1,2.0,103,1,0
2771,51113.0,52125.0,-1,2.0,66,4,0
2772,541511.0,95222.0,1,2.0,57,33,3
2773,518210.0,138000.0,1,2.0,57,10,3
2774,541720.0,80000.0,1,2.0,57,46,1
2775,541512.0,52000.0,1,2.0,105,9,1
2776,511210.0,95326.0,1,2.0,138,4,1
2777,623311.0,76107.0,1,2.0,57,52,2
2778,454111.0,45302.0,1,2.0,66,4,1
2779,721214.0,50710.0,1,2.0,85,39,1
2780,51121.0,95160.0,1,2.0,57,51,2
2781,812320.0,24690.0,1,2.0,116,45,2
2782,541330.0,131485.0,1,2.0,24,46,1
2783,334511.0,54621.0,1,2.0,57,17,0
2784,611310.0,110000.0,1,2.0,3,7,2
2785,334111.0,118000.0,1,2.0,5,4,0
2786,551114.0,185000.0,1,2.0,24,46,3
2787,5613.0,46093.0,-1,2.0,97,46,3
2788,611310.0,38480.0,1,2.0,57,17,1
2789,45411.0,124137.93,1,2.0,57,4,2
2790,561320.0,60.0,1,1.0,57,23,1
2791,54161.0,95200.0,1,2.0,57,40,1
2792,524210.0,18.94,1,1.0,103,15,1
2793,5415.0,126000.0,1,2.0,5,46,3
2794,611110.0,48200.0,1,2.0,102,3,1
2795,622110.0,50752.0,1,2.0,102,21,1
2796,334510.0,88067.0,-1,2.0,26,24,3
2797,541511.0,77850.0,1,2.0,57,10,1
2798,7221.0,27830.0,1,2.0,85,4,3
2799,621111.0,132000.0,1,2.0,57,19,0
2800,611310.0,70000.0,1,2.0,57,25,0
2801,541511.0,82514.0,-1,2.0,57,48,1
2802,54121.0,82424.0,1,2.0,26,29,3
2803,622310.0,44957.0,1,2.0,65,36,0
2804,54151.0,59613.0,1,2.0,57,29,0
2805,611310.0,81000.0,1,2.0,59,0,0
2806,3152.0,79789.0,1,2.0,57,36,3
2807,541511.0,84198.0,-1,2.0,57,46,1
2808,523110.0,88000.0,1,2.0,103,36,1
2809,519190.0,125000.0,-1,2.0,57,4,1
2810,611110.0,41920.0,1,2.0,65,48,0
2811,326140.0,140000.0,1,2.0,85,40,3
2812,541330.0,93059.0,1,2.0,57,46,3
2813,541511.0,105373.0,1,2.0,57,33,3
2814,323110.0,69500.0,1,2.0,138,10,3
2815,515120.0,78874.0,1,2.0,57,4,0
2816,541519.0,66269.0,-1,2.0,57,17,0
2817,541511.0,85675.0,1,2.0,108,4,3
2818,561440.0,69000.0,1,2.0,118,36,0
2819,541512.0,138690.0,1,2.0,57,4,3
2820,561320.0,64.0,-1,1.0,57,23,3
2821,541710.0,34840.0,1,2.0,26,46,0
2822,61131.0,48093.0,1,2.0,24,37,0
2823,541512.0,70907.0,1,2.0,36,33,0
2824,213112.0,161241.6,1,2.0,138,46,1
2825,512191.0,134971.0,1,2.0,57,51,2
2826,541512.0,55500.0,1,2.0,57,25,0
2827,541511.0,83761.6,1,2.0,57,48,1
2828,561720.0,16474.0,-1,2.0,26,43,0
2829,334119.0,49500.0,1,2.0,126,4,0
2830,325412.0,80000.0,1,2.0,26,15,1
2831,561320.0,47944.0,1,2.0,116,9,0
2832,541511.0,70000.0,-1,2.0,57,10,1
2833,611310.0,155000.0,1,2.0,26,25,0
2834,541690.0,116396.8,1,2.0,126,48,3
2835,334413.0,98530.0,1,2.0,57,4,1
2836,54151.0,80288.0,1,2.0,97,29,1
2837,454111.0,82701.0,1,2.0,57,51,1
2838,541360.0,77480.0,1,2.0,42,46,1
2839,237990.0,90251.0,1,2.0,57,5,2
2840,541511.0,76000.0,1,2.0,57,33,1
2841,5415.0,83866.0,1,2.0,57,13,3
2842,541613.0,65270.0,1,2.0,85,46,0
2843,523120.0,110000.0,1,2.0,26,15,1
2844,611310.0,225000.0,1,2.0,56,52,3
2845,518210.0,113317.0,1,2.0,18,33,3
2846,611310.0,77500.0,1,2.0,24,52,1
2847,611310.0,47400.0,1,2.0,69,36,0
2848,334111.0,103916.04,1,2.0,37,46,1
2849,541512.0,72675.0,1,2.0,57,33,1
2850,814110.0,21133.0,-1,2.0,102,33,2
2851,325110.0,99570.0,1,2.0,24,40,3
2852,52412.0,250000.0,1,2.0,117,9,3
2853,211112.0,105477.0,1,2.0,57,4,3
2854,311930.0,130000.0,1,2.0,61,15,3
2855,541511.0,81900.0,1,2.0,57,46,1
2856,33441.0,110004.0,1,2.0,26,46,2
2857,541612.0,69888.0,-1,2.0,57,31,1
2858,611310.0,90178.0,1,2.0,24,15,2
2859,454111.0,79019.0,1,2.0,45,51,0
2860,524126.0,56576.0,1,2.0,57,37,0
2861,51721.0,100799.0,1,2.0,57,51,2
2862,523920.0,160000.0,1,2.0,57,4,2
2863,541511.0,79165.0,1,2.0,57,33,1
2864,611110.0,49350.0,1,2.0,85,46,1
2865,541512.0,82000.0,1,2.0,24,51,0
2866,336510.0,74000.0,-1,2.0,57,15,2
2867,522291.0,91271.0,1,2.0,57,15,2
2868,541511.0,111000.0,1,2.0,57,4,1
2869,525110.0,120000.0,1,2.0,57,29,3
2870,624120.0,93371.2,1,2.0,102,33,1
2871,541512.0,76003.2,1,2.0,57,33,1
2872,621111.0,127774.4,1,2.0,57,3,0
2873,611310.0,58000.0,1,2.0,63,1,0
2874,454111.0,79851.0,1,2.0,57,51,2
2875,611310.0,92500.0,1,2.0,57,16,0
2876,541511.0,98530.0,1,2.0,57,4,1
2877,454111.0,108150.0,1,2.0,57,4,2
2878,811111.0,38293.0,-1,2.0,126,10,2
2879,541511.0,106496.0,1,2.0,57,40,3
2880,325412.0,135000.0,1,2.0,26,33,3
2881,541511.0,68000.0,1,2.0,10,33,1
2882,541512.0,81307.2,1,2.0,57,23,2
2883,541511.0,35.93,-1,1.0,57,33,1
2884,511210.0,52229.0,1,2.0,102,33,0
2885,3363.0,100277.0,1,2.0,66,23,3
2886,541513.0,140000.0,1,2.0,138,4,1
2887,541511.0,70000.0,1,2.0,57,9,0
2888,624190.0,65000.0,1,2.0,34,40,0
2889,333512.0,75000.0,1,2.0,116,32,1
2890,541513.0,131720.0,1,2.0,90,36,3
2891,454112.0,90834.0,1,2.0,57,6,2
2892,621111.0,195000.0,1,2.0,21,51,0
2893,541710.0,70584.0,1,2.0,57,37,0
2894,326112.0,93999.88,1,2.0,85,10,0
2895,611110.0,36000.0,-1,2.0,133,3,0
2896,611310.0,96138.0,1,2.0,102,36,1
2897,523110.0,170000.0,1,2.0,63,36,3
2898,221119.0,80.0,1,1.0,117,4,3
2899,541511.0,100000.0,1,2.0,57,4,1
2900,523110.0,105000.0,1,2.0,57,36,1
2901,621111.0,185000.0,1,2.0,57,16,0
2902,452112.0,179130.0,1,2.0,57,2,3
2903,541511.0,89814.4,1,2.0,57,40,2
2904,541618.0,66977.0,1,2.0,57,40,1
2905,33911.0,128000.0,1,2.0,57,4,3
2906,611310.0,70000.0,1,2.0,101,40,0
